county_fips,epg_natural_gas,clean_energy_jobs,grid_infrastructure_jobs,any_tech_1000_100_coverage,any_tech_100_20_coverage,cable_fiber_100_20_coverage,fiber_100_20_coverage,fiber_availability,high_speed_wired_coverage,land_value_1_4_acre_standardized,commercial_price,industrial_price,num_datacenters
13045,12.249413305940164,33.97541615465692,673.9805392432899,0.5542,1.0,0.9917,0.4574,0.4552,0.5542,137700.0,0.1207384187850701,0.0723413716495996,1.883468834688347
13047,5.0,52.95829692973064,42.23616315893578,0.2119,1.0,0.2119,0.2119,0.2119,0.2119,133300.0,0.1052240754663152,0.0636374891783364,0.0
13049,5.0,15.0,20.0,0.7464,1.0,0.9534,0.4248,0.414,0.7464,,0.1264321664881622,0.0713763082443575,0.0
13051,39.67776981555566,126.46966146217652,483.8034216122991,0.3616,1.0,0.696,0.3616,0.3616,0.3616,208700.0,0.1099105474242714,0.0679146076889912,0.0
13053,5.0,15.0,20.0,0.4551,1.0,0.6353,0.4551,0.4551,0.4551,,0.1231405127803796,0.078159342992689,0.0
13055,5.0,15.0,90.68576555793337,0.7787,1.0,0.9305,0.4102,0.4097,0.7787,85500.0,0.1019422894767685,0.0689635413126626,0.0
13057,21.919692894883628,22.616246576868647,495.0612803114665,0.3642,0.9999,0.7095,0.3642,0.3642,0.3642,224900.0,0.1145423111220592,0.0561567907368947,0.0
13059,17.511049883200574,15.0,365.60010344402406,0.3283,1.0,0.5574,0.3205,0.3086,0.3283,197500.0,0.1122079264089497,0.0712764254202067,0.0
13061,5.0,15.0,20.0,0.8095,1.0,0.971,0.8095,0.8095,0.8095,,0.1340955158024318,0.1117203405630172,0.0
13063,20.785576018537824,48.73940707057361,1717.570730602809,0.4081,1.0,0.7812,0.5463,0.4081,0.4081,122400.0,0.1081086738385956,0.0594013878940473,8.816810437310275
13065,5.0,15.0,45.15114822370464,0.8835,1.0,0.8932,0.8835,0.8835,0.8835,,0.1136933758038896,0.0665982118963153,0.0
13067,196.33325158734743,535.0562372766746,1961.6081032119505,0.4551,1.0,0.7642,0.4467,0.4467,0.4551,229500.0,0.1102123074250189,0.0532944211678778,8.083439756314617
13069,5.0,39.84032801836418,33.33703031161344,0.0109,0.9999,0.572,0.0109,0.0109,0.0109,66400.0,0.1247567292865876,0.0749981251510937,0.0
13071,5.0,15.0,198.87255092161533,0.8265,1.0,0.9872,0.569,0.5638,0.8265,55000.0,0.1268883135018185,0.0854387922734829,0.0
13073,68.65703699712337,70.973898806829,215.14114939742228,0.5294,1.0,0.8394,0.5815,0.5294,0.5294,110500.0,0.1170621669557564,0.072893147468656,24.519306480394203
13075,5.0,15.0,52.20967159393312,0.8488,1.0,0.8937,0.8718,0.8488,0.8488,42600.0,0.1202476019035087,0.075975838318573,0.0
13077,5.0,34.08459796515156,413.6740848966899,0.3218,1.0,0.971,0.332,0.3218,0.3218,142000.0,0.1220053396842816,0.0722441306631033,1.2847144966170594
13079,5.0,79.07150591215233,25.03504330203632,0.4911,1.0,0.9633,0.4832,0.482,0.4911,,0.1247918338711243,0.0814271302822555,0.0
13081,5.0,15.0,20.0,0.1337,1.0,0.1358,0.1337,0.1337,0.1337,63700.0,0.1457609680416493,0.0836807250401369,0.9992982456140352
13083,5.0,15.0,55.28650248347195,0.0231,1.0,0.0231,0.0231,0.0231,0.0231,89200.0,0.1138042093083566,0.0602915670313272,0.0
13085,5.0,15.0,45.70320391878935,0.0756,1.0,0.7928,0.0725,0.0724,0.0756,210100.0,0.1197990137585669,0.0499215175725742,0.0
13087,5.0,19.737704657324866,49.226518710083695,0.0007,1.0,0.9375,0.3195,0.0007,0.0007,37400.0,0.1287181535378922,0.113721945128007,0.0
13089,183.0721018368697,1196.437031981245,1563.8974324959686,0.9876,1.0,0.9923,0.9876,0.9876,0.9876,256800.0,0.1096521436005122,0.0658984457408281,4.23121494572792
13091,5.0,15.0,53.54775985075289,0.741,1.0,0.8918,0.741,0.741,0.741,,0.1220877381946477,0.0765813931989689,0.0
13093,5.0,15.0,84.20974785657857,0.273,1.0,0.6558,0.2733,0.273,0.273,,0.1213576758806584,0.0752497822944468,0.0
13095,22.89677472006712,40.44914401956369,135.06795820987884,0.4707,1.0,0.9633,0.4875,0.4688,0.4707,34000.0,0.1201319071908356,0.0160342842347805,0.0
13097,5.0,158.84819241046102,305.0455096375624,0.296,1.0,0.8834,0.3265,0.2946,0.296,148700.0,0.1159447334852896,0.0732573577892919,32.89605782606175
13099,5.0,24.24803199906342,20.0,0.8997,1.0,0.9731,0.5735,0.5652,0.8997,,0.1464699018761885,0.1308531506789552,0.0
13101,5.0,15.0,20.0,0.3644,1.0,0.7025,0.3643,0.3643,0.3644,,0.1114247330717045,0.0669610449340797,0.0
